age,annual_income,current_savings,investment_horizon_years,number_of_dependents,investment_experience_level,risk_profile
65,899131,2067117,0,0,Beginner,Low
31,4917346,2092221,12,3,Intermediate,High
50,1378661,876041,10,2,Intermediate,Moderate
28,4589400,6037538,18,2,Intermediate,High
30,573619,587035,15,0,Intermediate,Moderate
18,453420,118192,13,0,Intermediate,Moderate
51,512114,575716,2,1,Intermediate,Low
26,3787296,4319547,20,3,Beginner,High
30,1075555,1137027,16,0,Beginner,Moderate
54,3319441,8911554,8,2,Beginner,Moderate
47,205188,286152,9,1,Beginner,Low
58,2311487,2112110,7,0,Intermediate,Moderate
62,626108,907526,3,0,Intermediate,Low
54,1004775,840876,11,3,Advanced,Moderate
64,4024644,8763733,1,2,Intermediate,Low
24,4783777,3870181,6,0,Beginner,High
31,1547540,657272,1,1,Advanced,High
65,396277,504209,0,0,Intermediate,Low
23,1229864,1654597,7,0,Beginner,Moderate
51,3835201,11574269,14,0,Intermediate,High
33,1277595,1143904,1,2,Intermediate,Moderate
68,1360720,1594539,-3,2,Beginner,Low
54,565664,593177,11,1,Intermediate,Moderate
53,272160,202975,12,1,Intermediate,Moderate
63,1459605,1312625,2,1,Advanced,Low
23,1325271,598935,19,0,Intermediate,High
25,559964,469280,13,1,Beginner,High
41,337295,631208,19,3,Intermediate,Moderate
20,1498715,536593,12,0,Beginner,Moderate
21,610978,395785,2,0,Beginner,Low
49,548277,383549,6,1,Beginner,Moderate
18,3876293,2866398,7,0,Beginner,High
51,255110,410296,14,1,Intermediate,Moderate
62,1348129,4176595,3,0,Intermediate,Moderate
26,517302,727487,20,3,Beginner,Moderate
29,1085575,697895,7,3,Intermediate,High
27,1170335,949430,15,2,Intermediate,High
27,714642,672758,1,1,Intermediate,Moderate
67,1012273,4056788,-2,0,Beginner,Low
61,1638625,5576082,4,0,Intermediate,Moderate
65,430899,1638359,0,2,Beginner,Low
40,1006561,1336829,6,3,Beginner,Low
23,676987,933913,8,1,Beginner,Moderate
41,2941613,1400560,7,2,Beginner,Moderate
41,994086,2379770,4,3,Intermediate,Moderate
38,495038,369074,5,3,Advanced,Moderate
59,648107,2253772,2,2,Beginner,Low
48,3648755,5734635,17,2,Intermediate,High
64,405150,1010566,1,0,Intermediate,Low
58,847422,2721461,6,0,Intermediate,Moderate
47,1269972,3534436,12,2,Intermediate,Moderate
51,425182,402919,14,3,Advanced,Moderate
35,1068300,1512441,19,0,Intermediate,High
29,580940,752115,19,1,Beginner,High
52,4351062,10273914,13,0,Intermediate,High
24,785786,386841,11,0,Beginner,Moderate
58,2857888,2237879,4,2,Advanced,High
57,1196601,1965161,8,0,Beginner,Low
42,420036,892339,19,1,Beginner,Moderate
23,987631,1329581,4,0,Beginner,Moderate
18,1483200,860495,15,0,Beginner,Moderate
63,2080754,7302975,2,0,Advanced,Moderate
33,2684917,4085933,1,2,Beginner,Moderate
65,956617,988645,0,1,Intermediate,Low
21,661522,378859,16,1,Beginner,Moderate
46,3137813,6815623,19,1,Beginner,High
55,3336066,5937823,1,0,Intermediate,Low
64,838136,2295882,1,1,Intermediate,Low
45,1465682,3164609,4,2,Advanced,High
39,1081796,2491307,4,0,Advanced,High
25,1123599,1570489,4,2,Intermediate,High
49,4628371,6171462,16,1,Intermediate,High
50,309696,776366,15,2,Advanced,Moderate
30,1170772,1005398,7,1,Intermediate,Moderate
44,1004316,1869841,4,1,Intermediate,Moderate
35,934307,427755,13,3,Advanced,Moderate
35,939528,1617989,13,4,Beginner,Low
30,621628,1110707,19,1,Intermediate,High
39,1339010,1929392,20,1,Intermediate,High
31,1127083,1978528,19,2,Beginner,High
28,1439396,2161704,9,0,Beginner,Moderate
56,4459126,2641105,9,0,Advanced,High
67,1486400,1442011,-2,0,Intermediate,Low
70,1618474,3604566,-5,1,Intermediate,Moderate
39,459359,416083,20,1,Advanced,High
53,1459161,2329230,9,0,Intermediate,Moderate
34,1291667,1560369,11,3,Advanced,High
68,885549,2040089,-3,0,Intermediate,Low
49,245016,217501,3,0,Beginner,Low
31,1201439,648834,9,2,Intermediate,Moderate
59,1192544,2158660,6,1,Beginner,Low
46,316916,649393,19,0,Intermediate,High
23,1325097,1205800,4,1,Beginner,Moderate
67,1168894,1119984,-2,0,Intermediate,Low
21,2951560,1496135,15,0,Beginner,High
28,1019207,877048,7,0,Beginner,Moderate
62,822946,1358245,3,0,Beginner,Low
57,1084755,2000200,8,1,Beginner,Moderate
27,3257204,2809435,16,2,Intermediate,High
45,4801493,11159067,11,0,Intermediate,High
28,1058384,1532582,2,2,Beginner,Low
52,1299743,3852304,2,1,Intermediate,Moderate
32,3649729,4225828,9,0,Beginner,Moderate
25,2288284,1362735,12,1,Beginner,High
37,219819,362742,5,1,Intermediate,Moderate
67,1231737,3978486,-2,0,Intermediate,Low
38,1322114,1378632,16,1,Beginner,Moderate
18,549959,507109,7,0,Beginner,Moderate
46,3893037,8005565,11,1,Intermediate,High
41,990849,2377054,8,4,Beginner,Low
47,1043301,1336948,18,3,Beginner,Moderate
57,504140,1612855,8,1,Advanced,Moderate
52,760306,1082557,13,0,Beginner,Moderate
50,381082,1016055,15,0,Intermediate,Moderate
37,1688798,1649205,18,0,Beginner,High
33,694745,1270793,17,1,Beginner,Moderate
26,292317,82423,12,1,Beginner,Moderate
48,452018,656435,16,0,Intermediate,Moderate
34,1428087,607271,2,2,Intermediate,Moderate
48,928435,1353589,15,0,Intermediate,Moderate
65,1050313,2122128,0,2,Intermediate,Low
40,3496812,7747764,6,0,Beginner,Moderate
23,856118,984316,8,0,Beginner,Moderate
47,1220801,1338463,11,2,Advanced,Moderate
24,791158,982869,16,1,Beginner,High
65,770384,955125,0,0,Beginner,Low
57,785233,1997309,8,0,Advanced,Moderate
59,1031354,1452431,6,0,Intermediate,Moderate
63,825189,3033216,2,1,Intermediate,Low
28,373274,592431,1,3,Intermediate,Low
51,939193,1201780,14,3,Intermediate,Moderate
29,532398,177090,19,2,Beginner,Moderate
69,287623,840791,-4,1,Intermediate,Low
69,875486,1095538,-4,0,Intermediate,Low
62,1457144,1434384,3,0,Advanced,Low
64,297853,1055306,1,0,Advanced,Low
44,518758,871588,5,4,Intermediate,Moderate
29,727418,1196088,8,1,Advanced,High
30,434688,302903,20,0,Beginner,Moderate
25,1821948,1211915,7,0,Intermediate,High
33,2934976,5505123,7,2,Beginner,Moderate
46,4844713,7193349,7,3,Beginner,Low
52,1178369,1329499,6,1,Advanced,High
46,2226804,3150709,11,0,Beginner,Moderate
48,1327963,1756183,7,1,Intermediate,Moderate
30,1189040,1761629,6,3,Advanced,Moderate
29,1434944,1271407,2,2,Intermediate,Moderate
68,805882,759025,-3,0,Beginner,Low
19,709143,542715,11,0,Beginner,Moderate
50,3722189,10130974,6,0,Beginner,Moderate
25,1422231,1978403,14,1,Intermediate,High
58,1299986,2571967,7,1,Advanced,Moderate
57,364448,221356,8,2,Intermediate,Low
70,3010970,8437209,-5,0,Beginner,Low
66,333038,733909,-1,1,Intermediate,Low
58,4710653,15594282,7,0,Beginner,Moderate
49,1330482,3539778,15,1,Advanced,High
55,840658,2542286,7,0,Intermediate,Moderate
45,888624,1964930,1,2,Intermediate,Moderate
32,1265803,910945,2,0,Beginner,Low
40,981739,1524503,11,2,Beginner,Low
41,443887,951930,20,2,Intermediate,High
30,262186,387934,12,0,Beginner,Moderate
38,530638,1032198,1,0,Advanced,Moderate
29,1100727,1081448,10,0,Advanced,High
30,1343162,938369,9,0,Intermediate,Moderate
56,1243368,915861,9,0,Intermediate,Moderate
40,3001505,2872405,14,3,Intermediate,Moderate
67,3881974,2854781,-2,1,Advanced,Low
63,1709481,2835050,2,0,Intermediate,Low
60,992543,3431734,5,0,Beginner,Moderate
45,374333,393824,10,3,Intermediate,Moderate
31,978579,1714472,15,1,Intermediate,High
34,247032,492521,4,1,Advanced,Moderate
41,394788,245097,7,1,Beginner,Low
70,1285534,4552092,-5,0,Beginner,Low
51,2630629,7706425,8,0,Intermediate,Moderate
68,1336727,1864706,-3,0,Beginner,Low
65,3549144,6748434,0,2,Beginner,Low
39,489650,991082,10,1,Beginner,Moderate
27,1407929,647451,20,2,Intermediate,High
25,1034012,982345,5,2,Beginner,Moderate
38,1360430,1140970,19,3,Intermediate,High
54,726338,1892632,5,0,Advanced,Moderate
24,4224434,4150432,14,0,Intermediate,High
43,1350320,2373858,10,4,Advanced,Moderate
30,4661900,7805542,16,3,Beginner,High
33,232405,334545,3,0,Intermediate,Moderate
47,1909389,1558533,1,3,Intermediate,Moderate
48,209048,187620,8,3,Intermediate,Low
22,402319,210043,11,0,Beginner,Moderate
49,773576,450962,8,2,Intermediate,Low
33,1110996,1035788,9,2,Advanced,High
64,1403055,2617108,1,1,Advanced,Low
26,2644588,3126726,9,2,Intermediate,High
39,604812,622940,5,1,Intermediate,High
61,1400880,4514225,4,2,Advanced,Moderate
57,1159695,1930849,8,0,Intermediate,Moderate
62,781351,2905119,3,2,Intermediate,Low
54,476944,869328,2,0,Advanced,Low
31,1169538,1971231,5,0,Advanced,High
33,352048,244469,17,1,Beginner,Moderate
60,2242504,1368994,5,0,Beginner,Low
37,1493183,1969857,12,1,Advanced,High
61,1178718,2570164,4,0,Advanced,Moderate
32,1506117,2783272,14,0,Advanced,High
61,250237,301694,4,0,Advanced,Low
43,822672,702454,10,4,Beginner,Low
26,525254,422979,17,2,Beginner,Moderate
18,1027185,663420,4,1,Beginner,Moderate
52,654113,1431655,13,3,Intermediate,Moderate
61,306037,461826,4,2,Intermediate,Low
37,1482643,1275274,15,4,Beginner,Moderate
62,1291082,4164402,3,2,Beginner,Low
23,604193,483010,1,0,Beginner,Low
59,4435450,14805702,1,0,Beginner,Low
27,773041,921933,3,1,Beginner,Moderate
65,897696,765693,0,1,Intermediate,Low
50,706549,542708,15,0,Intermediate,Moderate
33,609521,1075679,11,2,Beginner,Moderate
53,1053610,1146562,11,2,Beginner,Moderate
23,2500951,1058349,20,0,Beginner,High
36,344066,673596,14,0,Beginner,Moderate
48,267598,741445,16,0,Beginner,Moderate
19,1325807,1073535,19,2,Beginner,Moderate
35,269393,142175,19,4,Advanced,Moderate
59,406919,266590,6,0,Intermediate,Moderate
45,387753,696933,16,3,Intermediate,Moderate
21,4719042,1283097,8,0,Beginner,Moderate
18,595093,400752,1,0,Beginner,Low
64,562302,1082910,1,0,Advanced,Low
59,1260174,864918,6,0,Beginner,Moderate
67,3007439,11626709,-2,0,Intermediate,Low
33,717497,247355,7,0,Beginner,Moderate
62,4544624,7807327,3,0,Beginner,Low
64,4006874,12894269,1,0,Intermediate,Moderate
19,718617,801802,7,0,Beginner,Moderate
69,679232,574507,-4,2,Advanced,Low
53,1206867,3680415,2,0,Intermediate,Moderate
18,1415326,683346,4,0,Beginner,Moderate
56,285539,286603,5,0,Intermediate,Low
40,2941970,6023023,13,2,Beginner,Moderate
43,1467992,2659419,6,0,Intermediate,Moderate
28,4810953,2015582,17,0,Intermediate,High
59,1228827,2966526,6,0,Beginner,Moderate
18,1026652,939324,8,0,Beginner,Moderate
28,2805105,2941357,9,1,Intermediate,High
41,951942,1058950,17,3,Advanced,High
27,1054393,589036,2,3,Intermediate,Moderate
31,3906905,5756020,3,2,Beginner,Moderate
31,404359,375538,10,2,Advanced,Moderate
24,806748,999013,2,2,Beginner,Low
40,501241,966577,4,1,Intermediate,Moderate
60,3085163,8815021,3,1,Intermediate,High
39,1115804,2162633,17,3,Intermediate,High
53,510419,1022063,7,2,Intermediate,Moderate
44,353605,762062,18,2,Beginner,Moderate
19,1436859,1472565,19,0,Beginner,High
56,1059075,1485562,7,0,Intermediate,Moderate
68,481498,739619,-3,0,Beginner,Low
63,4142952,8597169,2,1,Beginner,Low
36,2774840,3759988,18,4,Advanced,High
24,832303,227857,13,0,Beginner,Moderate
29,1431021,792184,11,2,Beginner,High
20,2597214,577191,15,1,Beginner,Moderate
64,1883349,4590582,1,2,Advanced,Low
22,398302,425478,12,0,Intermediate,Moderate
25,1342212,1722180,6,0,Beginner,Moderate
31,2487091,2923801,7,0,Beginner,Moderate
53,1044383,667403,11,2,Intermediate,Moderate
24,2765401,2624002,8,0,Beginner,High
24,1586308,1140925,9,0,Beginner,High
67,723816,2543177,-2,1,Beginner,Low
63,4289552,8195885,2,1,Beginner,Low
49,573808,1290843,12,1,Intermediate,High
25,201715,99531,5,3,Advanced,Moderate
29,544476,886877,18,2,Beginner,Moderate
27,1251485,836763,19,1,Beginner,High
31,473947,151184,2,0,Advanced,Moderate
26,987028,361291,12,1,Intermediate,High
55,332630,392753,9,2,Advanced,Low
47,969572,832756,18,1,Advanced,High
22,3605126,1548408,12,0,Beginner,Moderate
18,1452069,1018362,2,0,Beginner,Moderate
18,2224404,1348044,19,1,Advanced,High
37,589470,994620,3,0,Beginner,Low
66,809583,2645799,-1,1,Advanced,Low
28,538307,540116,6,1,Intermediate,High
43,1194026,2035459,16,0,Advanced,High
61,1270536,3781050,4,1,Advanced,Moderate
20,1348424,390898,19,0,Beginner,High
23,204703,149243,1,1,Intermediate,Low
60,489673,1070057,5,1,Intermediate,Moderate
62,1496119,3700578,1,2,Advanced,Low
28,1045147,1086420,11,1,Beginner,Moderate
25,416752,286926,5,0,Beginner,Moderate
46,695387,779707,14,0,Advanced,High
27,336307,290923,6,2,Beginner,Low
51,3643775,2477033,9,1,Beginner,Low
41,707974,974094,19,0,Intermediate,High
63,333342,1224034,2,0,Beginner,Low
65,913114,753468,0,1,Advanced,Low
34,1331596,798963,7,1,Beginner,Moderate
49,3381779,6879747,16,1,Beginner,High
28,1099003,1396110,14,0,Intermediate,High
51,854060,1470643,2,3,Intermediate,Low
41,882084,2019512,6,2,Intermediate,Moderate
22,1006081,754439,20,0,Beginner,High
46,1335208,950024,2,2,Intermediate,Low
65,326775,721098,0,0,Intermediate,Low
65,889346,2065810,0,0,Intermediate,Low
51,1112141,1783123,7,2,Advanced,Moderate
33,1355801,2493394,18,0,Intermediate,High
42,1053497,1502691,9,3,Intermediate,Moderate
54,251354,605660,3,2,Advanced,Moderate
25,1423805,1261215,20,1,Beginner,High
46,1023978,2182095,12,0,Advanced,High
69,509521,543027,-4,1,Beginner,Low
63,217330,783795,2,0,Intermediate,Low
42,1352598,2305749,1,1,Intermediate,Low
59,223334,334526,5,1,Beginner,Low
40,4886540,4234797,6,1,Intermediate,High
51,556173,1329914,5,1,Beginner,Moderate
20,306635,143294,5,0,Beginner,Moderate
47,289414,441315,14,3,Intermediate,Moderate
67,513344,1404493,-2,2,Beginner,Low
70,736476,2726542,-5,1,Beginner,Low
51,547316,1436481,7,2,Beginner,Low
49,212765,451993,16,2,Advanced,High
70,3780651,6152817,-5,0,Beginner,Low
46,304025,253076,12,3,Advanced,Moderate
26,537032,520423,17,1,Beginner,High
19,939353,965131,13,0,Beginner,Moderate
56,989421,1685293,9,2,Advanced,Moderate
24,730996,821931,5,1,Beginner,Moderate
63,3691882,12002009,2,2,Intermediate,Low
22,1023592,520794,9,0,Beginner,Moderate
25,607822,884644,17,2,Intermediate,High
49,4057993,4523871,11,1,Intermediate,High
35,715263,988071,12,1,Intermediate,High
55,410455,979760,4,1,Beginner,Low
63,1085171,2573993,2,0,Intermediate,Low
35,869446,1250022,5,1,Intermediate,Moderate
66,805771,1093300,-1,1,Intermediate,Low
58,324539,324074,7,2,Intermediate,Low
62,958207,639944,3,2,Beginner,Low
33,573709,765624,12,0,Intermediate,High
38,1202279,2567500,6,0,Intermediate,High
27,1468881,1746301,1,1,Beginner,Low
59,676474,1698287,6,2,Intermediate,Moderate
21,640937,493011,17,0,Beginner,Moderate
61,652582,1628412,4,2,Beginner,Low
25,1373288,1584732,4,0,Beginner,High
64,4420091,4967176,1,0,Intermediate,Low
70,994221,3237442,-5,0,Advanced,Low
36,991934,634272,9,4,Intermediate,Moderate
64,2996051,4739738,1,1,Intermediate,Low
57,577792,888104,8,1,Intermediate,Moderate
57,304744,421767,1,1,Beginner,Low
68,1246533,3070976,-3,0,Advanced,Low
26,698921,686122,5,0,Intermediate,Moderate
47,2415346,5787168,18,0,Intermediate,High
34,1138521,1504187,4,0,Intermediate,High
57,1137879,3880049,8,2,Advanced,Moderate
61,1098250,2997360,4,0,Beginner,Low
32,1932243,2873909,1,2,Intermediate,Moderate
21,501877,631212,5,1,Intermediate,High
23,1240009,619111,3,0,Intermediate,Moderate
33,472376,659933,10,1,Beginner,Moderate
43,716387,1675722,16,2,Beginner,Moderate
54,798775,2518892,1,0,Intermediate,Low
40,4687651,6061190,4,1,Beginner,Moderate
30,1034365,978848,15,0,Beginner,High
64,367180,346310,1,2,Intermediate,Low
34,4553886,8548667,12,3,Advanced,High
44,2532029,6332290,16,2,Intermediate,High
69,530437,1984671,-4,2,Intermediate,Low
39,376597,312376,9,1,Intermediate,Moderate
54,1159354,1570469,11,1,Beginner,Moderate
36,928347,1919030,8,4,Intermediate,Moderate
56,4707271,10731630,9,0,Beginner,Moderate
52,242483,524761,13,1,Intermediate,Moderate
30,795442,736188,6,0,Intermediate,Moderate
31,782350,988560,9,2,Beginner,Low
65,304104,356319,0,0,Intermediate,Low
48,1008964,2783203,7,2,Beginner,Moderate
62,705154,2504113,3,2,Intermediate,Low
19,1635984,1642959,17,0,Beginner,High
63,1109346,1593435,2,2,Intermediate,Low
69,1051904,3904913,-4,1,Beginner,Low
56,336263,847492,9,1,Intermediate,Low
54,268280,323222,11,3,Intermediate,Low
31,246946,396291,8,1,Advanced,High
26,555609,210148,14,0,Intermediate,High
27,991043,1226988,4,1,Intermediate,Moderate
24,1457236,2093906,9,0,Beginner,High
45,330115,468765,18,0,Intermediate,High
63,1151402,2979989,2,2,Intermediate,Low
42,426996,373434,10,2,Intermediate,Moderate
63,2068943,4343783,2,0,Intermediate,Low
45,1044425,724342,6,1,Advanced,High
19,1036222,881421,15,0,Beginner,Moderate
34,1055757,1745902,10,1,Beginner,Moderate
69,871754,2371009,-4,0,Intermediate,Low
21,818610,808911,16,0,Beginner,Moderate
30,2936737,3919780,9,0,Beginner,Moderate
35,1430480,2811097,6,0,Intermediate,High
20,1112450,754856,14,0,Beginner,High
68,1021758,2565281,-3,1,Intermediate,Low
54,775951,1198709,11,2,Intermediate,Moderate
50,4741395,6553065,7,1,Intermediate,Moderate
58,1193715,3523206,1,1,Advanced,Moderate
41,595432,1377939,2,1,Advanced,Moderate
25,751919,479120,20,0,Intermediate,High
52,2866259,4615630,13,3,Beginner,Low
19,2664403,1398012,12,0,Beginner,High
50,898965,2370236,12,0,Intermediate,High
29,213158,354763,17,2,Intermediate,High
39,1084224,2329876,10,3,Intermediate,High
30,443526,141855,1,0,Intermediate,Low
27,642447,323277,18,0,Beginner,High
34,1391846,2591313,3,0,Advanced,High
60,2204910,4797193,5,1,Intermediate,High
22,259050,164556,2,0,Beginner,Low
26,762190,601370,2,1,Intermediate,Moderate
30,368675,566345,5,0,Intermediate,Moderate
69,674138,2354213,-4,1,Advanced,Low
40,529541,1088909,16,4,Intermediate,High
47,3879967,9554218,5,1,Advanced,High
60,1024958,828525,5,1,Intermediate,Moderate
21,1050555,1054997,1,1,Beginner,Low
38,362407,558357,16,4,Intermediate,Moderate
60,1244052,1693391,5,1,Intermediate,Moderate
26,581276,598896,6,1,Beginner,Moderate
24,421397,446946,11,0,Beginner,Moderate
33,1107060,1408565,12,0,Beginner,Moderate
40,1070070,1182602,13,4,Intermediate,Moderate
40,564047,501451,9,3,Intermediate,Moderate
48,1172241,805491,7,3,Beginner,Low
22,1387038,391948,18,0,Advanced,High
23,3545511,2252472,2,0,Beginner,Moderate
68,3943757,5853380,-3,1,Advanced,Low
18,1190081,744068,9,2,Beginner,Moderate
65,3042478,7550968,0,0,Intermediate,Low
45,723517,943586,12,3,Beginner,Low
35,368759,374391,14,4,Intermediate,Moderate
41,1384810,2692368,5,1,Intermediate,Moderate
30,3795547,1172405,8,2,Intermediate,Moderate
50,4802398,14380909,12,0,Beginner,Moderate
27,2475500,2141967,3,2,Intermediate,High
24,1024609,967936,18,0,Beginner,High
54,1268986,1520293,11,0,Beginner,Moderate
49,252983,253940,7,2,Intermediate,Moderate
62,239363,647639,3,1,Intermediate,Low
39,1277513,2921393,17,2,Intermediate,High
33,1198740,2192285,7,0,Intermediate,High
41,1032805,2396342,2,2,Intermediate,Moderate
69,660072,1612570,-4,0,Intermediate,Low
31,1164842,1009171,4,0,Advanced,High
28,3839688,5192266,11,1,Intermediate,High
36,320204,427778,6,0,Intermediate,Moderate
40,680859,1379579,13,3,Beginner,Moderate
51,1053741,2415542,11,0,Intermediate,High
57,394520,633872,8,0,Intermediate,Low
30,865542,348427,1,2,Intermediate,Low
56,425518,589542,1,2,Intermediate,Low
61,1147704,3607800,4,0,Advanced,Moderate
45,1430337,2128592,9,0,Intermediate,Moderate
57,4208444,12251559,8,0,Intermediate,Moderate
33,1328229,1967533,5,0,Intermediate,High
67,767095,1307836,-2,0,Advanced,Low
68,3103533,6765746,-3,1,Intermediate,Low
45,2227178,4293430,18,2,Intermediate,High
21,768388,869047,16,1,Beginner,Moderate
45,402178,216667,15,2,Intermediate,Moderate
29,312037,539372,14,0,Beginner,Moderate
33,793125,794999,18,2,Intermediate,High
70,1253089,1447305,-5,1,Beginner,Low
66,213561,374398,-1,1,Intermediate,Low
53,1276908,3369433,6,1,Advanced,High
37,559463,801389,11,0,Intermediate,High
43,3966652,2650923,18,4,Intermediate,Moderate
43,2175917,2752114,11,0,Intermediate,High
39,1262332,628833,17,1,Advanced,High
26,400805,138966,19,0,Beginner,Moderate
22,1174176,543548,9,0,Intermediate,High
34,357078,334617,9,1,Beginner,Low
66,771280,2273419,-1,0,Intermediate,Low
51,620496,343451,14,0,Beginner,Moderate
19,496471,243026,1,0,Intermediate,Moderate
70,984005,1920074,-5,1,Intermediate,Low
24,296849,181530,5,0,Intermediate,High
53,1160615,1052773,12,0,Intermediate,High
30,517020,822725,9,0,Intermediate,Moderate
37,1075950,1037448,17,3,Beginner,Moderate
47,1285230,3154606,9,3,Advanced,High
47,2685021,2460690,15,0,Advanced,High
28,1187737,1534325,6,1,Advanced,High
48,1154461,1109809,3,2,Beginner,Low
20,2106550,1142340,18,2,Beginner,High
19,1264580,1054113,15,0,Intermediate,High
65,1284203,3121907,0,1,Intermediate,Low
20,462675,215943,5,0,Intermediate,Moderate
32,2828331,4893173,16,3,Advanced,High
