age,annual_income,current_savings,target_goal_amount,investment_horizon_years,number_of_dependents,investment_experience_level,goal_success
66,542481,886226,4478168,-1,0,Intermediate,Unlikely
63,891880,1360344,4300188,2,0,Beginner,Unlikely
70,1437747,1857799,4375393,-5,1,Intermediate,Unlikely
18,2630841,1253997,3475742,14,0,Beginner,Likely
42,1829254,5408395,39687422,15,1,Intermediate,Unlikely
35,798265,379677,2750921,15,4,Intermediate,Unlikely
64,257981,1123492,3980243,1,0,Advanced,Unlikely
52,1570377,2151530,9964909,8,1,Advanced,Moderate
31,1097244,2136039,8656271,13,1,Intermediate,Likely
47,793398,1574149,11025386,17,1,Intermediate,Moderate
18,3010059,1605097,12426837,14,0,Intermediate,Likely
54,271971,529692,984016,11,1,Intermediate,Likely
34,422481,562546,1882030,16,1,Advanced,Likely
46,3227085,1781216,11503822,3,1,Advanced,Unlikely
59,1276264,1410480,2832118,6,0,Beginner,Moderate
27,490741,475386,1780443,18,0,Intermediate,Likely
53,1278051,2058126,5050300,12,2,Intermediate,Likely
65,643303,3043934,11204474,0,0,Intermediate,Unlikely
69,1410733,2367529,11836694,-4,0,Intermediate,Unlikely
28,755697,380827,1728565,16,1,Beginner,Moderate
30,661541,152079,925497,11,0,Beginner,Moderate
49,521769,1614255,9028716,4,2,Intermediate,Unlikely
40,731125,631888,2286123,19,1,Beginner,Moderate
59,1444468,3258057,12353710,6,1,Beginner,Unlikely
41,731582,1857021,3397008,4,0,Intermediate,Moderate
53,1350886,985373,6506154,3,0,Advanced,Unlikely
19,1252243,828540,2605854,6,0,Intermediate,Moderate
19,4640173,6047992,10319709,7,2,Beginner,Likely
45,949640,1268195,8449620,18,2,Advanced,Likely
55,284514,443828,1652629,10,0,Intermediate,Moderate
32,1238265,787112,4950340,11,0,Intermediate,Moderate
34,1395784,3649902,12580426,16,1,Beginner,Likely
41,1575769,3947858,9330785,1,1,Advanced,Unlikely
40,304673,557098,4341323,19,0,Intermediate,Moderate
64,1094370,5205917,25168648,1,0,Advanced,Unlikely
25,4068335,3694170,15526537,9,0,Beginner,Moderate
36,435759,596543,2476792,16,0,Intermediate,Likely
61,1223889,4285542,33360659,4,0,Intermediate,Unlikely
69,3726826,11902055,28233977,-4,2,Intermediate,Unlikely
40,4833406,11846731,40866142,14,2,Intermediate,Likely
29,522507,868275,5876253,7,0,Beginner,Unlikely
64,264951,325331,947482,1,0,Intermediate,Unlikely
35,481319,755200,4539160,8,0,Advanced,Unlikely
27,1447195,2147027,15666224,17,1,Intermediate,Likely
37,900730,2354432,7774825,16,1,Intermediate,Likely
48,340679,1278603,8004736,12,1,Advanced,Unlikely
46,1103098,1924352,6801473,5,0,Intermediate,Moderate
54,790400,2132736,13605909,11,1,Intermediate,Unlikely
31,259004,550141,1554088,10,0,Beginner,Moderate
25,4250124,1347012,9638431,14,0,Beginner,Moderate
38,946543,1053249,4047079,15,2,Advanced,Likely
49,665112,2533489,15094462,3,0,Intermediate,Unlikely
57,1349788,4265259,32170642,2,1,Beginner,Unlikely
50,1399323,1623304,6477154,15,1,Beginner,Likely
26,560600,561989,1971167,17,0,Beginner,Likely
29,411439,190184,601380,3,1,Intermediate,Unlikely
42,685393,1802489,6520822,20,3,Intermediate,Likely
55,1481750,5465897,19159269,10,1,Advanced,Likely
69,1475504,1607522,7014671,-4,0,Intermediate,Unlikely
38,690407,1909927,10345403,15,1,Advanced,Moderate
70,1379656,7012802,26786891,-5,0,Advanced,Unlikely
65,909799,3720566,27323188,0,0,Beginner,Unlikely
59,1359428,4618527,33144046,6,1,Intermediate,Unlikely
18,917004,801650,6378377,16,1,Intermediate,Moderate
30,1231102,671184,3660631,18,0,Beginner,Likely
37,789684,1297213,6258843,20,0,Beginner,Likely
27,1499061,2259805,11059602,14,0,Intermediate,Likely
50,582317,2263755,7624375,12,1,Intermediate,Moderate
41,898940,993443,6545488,2,3,Intermediate,Unlikely
37,1058597,3124893,18714702,20,4,Intermediate,Unlikely
34,224139,130919,903303,9,0,Beginner,Unlikely
68,1389297,5819182,42954277,-3,0,Intermediate,Unlikely
41,1580445,3818888,9666340,15,3,Intermediate,Likely
66,1238390,3417351,5963339,-1,2,Advanced,Unlikely
56,227179,438556,1603821,8,2,Beginner,Unlikely
52,275934,578421,3485944,7,1,Beginner,Unlikely
67,1288716,2864736,8036270,-2,0,Intermediate,Unlikely
65,3185324,4987172,29180875,0,1,Intermediate,Unlikely
68,1015973,939960,4983172,-3,2,Beginner,Unlikely
31,206530,55321,209900,20,0,Intermediate,Likely
20,1203768,841140,2083782,7,1,Intermediate,Likely
56,815617,1057060,2255884,9,0,Intermediate,Moderate
18,885084,1096346,5663810,8,0,Beginner,Unlikely
55,1451285,5807275,9408642,10,2,Beginner,Likely
57,353467,181446,614477,5,0,Intermediate,Moderate
18,1344226,337819,2096162,5,0,Beginner,Moderate
34,1473914,3205613,10621271,17,1,Intermediate,Likely
57,499699,1681998,3833739,8,0,Intermediate,Moderate
64,3002306,8917366,43783271,1,0,Intermediate,Unlikely
39,205174,183710,430603,10,0,Intermediate,Moderate
54,1025447,3222410,22268547,11,0,Intermediate,Unlikely
44,1041316,2810265,18962485,19,4,Intermediate,Unlikely
33,648679,347991,539299,15,0,Intermediate,Likely
21,392760,500151,2669780,17,1,Intermediate,Moderate
57,1296339,1968728,7643882,8,0,Advanced,Moderate
50,1499510,4625918,18244522,3,3,Intermediate,Unlikely
33,4629794,8323899,25025615,3,0,Beginner,Unlikely
47,1184089,2302320,13799224,13,1,Intermediate,Unlikely
23,1342762,1187712,6611547,17,0,Beginner,Moderate
41,828882,713708,4702636,4,0,Advanced,Unlikely
52,467568,940588,2103146,3,1,Intermediate,Unlikely
36,1202232,2001558,12438599,12,1,Intermediate,Unlikely
45,1038852,530933,4195532,9,3,Advanced,Moderate
38,3033985,7330829,40283430,11,3,Intermediate,Unlikely
31,807155,1325505,5988220,20,2,Advanced,Likely
53,1026504,1520889,9546485,8,0,Intermediate,Unlikely
31,3256116,5367512,40223781,9,2,Intermediate,Unlikely
47,1349417,3336530,21433265,17,1,Advanced,Likely
54,313953,523833,4033682,11,2,Beginner,Unlikely
62,3460911,7306448,48228774,3,0,Beginner,Unlikely
67,1220026,3150950,20935227,-2,0,Intermediate,Unlikely
34,2042302,4048125,21207079,11,1,Beginner,Unlikely
66,1003007,2459559,5684184,-1,0,Advanced,Unlikely
35,848540,2195869,12702548,3,4,Beginner,Unlikely
50,602062,1491856,3735614,15,2,Beginner,Likely
48,501908,225208,430781,17,2,Intermediate,Likely
43,493856,703690,2283654,5,4,Intermediate,Unlikely
61,861267,3302987,25901497,4,0,Beginner,Unlikely
41,617731,1743375,3641347,17,3,Beginner,Moderate
56,1446234,4297036,19308330,9,1,Intermediate,Unlikely
50,1191546,952737,1558599,15,1,Intermediate,Likely
66,1239702,2687396,11226630,-1,0,Advanced,Unlikely
26,502041,812160,4691262,15,0,Beginner,Moderate
62,272729,1243647,3959473,3,0,Intermediate,Unlikely
42,4325997,9807219,50844159,19,1,Intermediate,Likely
58,1367619,1269613,4420145,4,2,Intermediate,Unlikely
48,982552,1834668,7729723,6,2,Beginner,Unlikely
41,2785077,2269261,4982408,10,2,Advanced,Likely
23,1498127,1113837,3491377,6,0,Intermediate,Moderate
48,2152275,2252648,6331598,16,3,Intermediate,Likely
34,804689,1552496,7127311,20,0,Beginner,Likely
43,1332714,4562970,12704783,8,2,Beginner,Unlikely
54,775942,1066423,7105410,11,0,Advanced,Moderate
30,348848,66685,176753,3,0,Intermediate,Moderate
22,973707,1517694,3261687,5,0,Beginner,Moderate
25,1052713,1600791,10885123,20,1,Beginner,Likely
42,770045,2377621,7697136,9,2,Advanced,Unlikely
42,3174123,10147863,53080891,20,3,Advanced,Likely
50,1162401,4134529,16413399,2,1,Beginner,Unlikely
28,473450,1048972,5672425,20,2,Beginner,Moderate
32,1007599,1366129,7735453,13,3,Intermediate,Unlikely
30,417537,486179,3379229,16,1,Advanced,Likely
70,770331,1354618,5477015,-5,2,Beginner,Unlikely
48,1492524,2033145,3733840,2,3,Advanced,Unlikely
39,875593,1392514,5453004,20,2,Intermediate,Likely
40,1619849,4396954,26601128,18,3,Beginner,Unlikely
19,627605,363973,1958787,2,0,Beginner,Unlikely
62,367135,701528,4597153,3,1,Advanced,Unlikely
52,475584,1255973,3672121,13,2,Advanced,Likely
23,200527,359562,2736284,14,0,Intermediate,Unlikely
28,583055,347123,2129341,15,1,Intermediate,Likely
23,603302,806422,5299588,10,0,Beginner,Unlikely
70,442554,2150482,12908322,-5,1,Intermediate,Unlikely
51,900930,1639220,11877993,14,1,Intermediate,Unlikely
44,1074345,3217087,23349781,6,0,Intermediate,Unlikely
63,844222,2097079,15573097,2,0,Intermediate,Unlikely
64,785661,881936,4410597,1,1,Intermediate,Unlikely
31,391187,196246,1180931,6,0,Beginner,Unlikely
22,662466,679407,4548924,2,0,Beginner,Unlikely
24,1280630,1609221,4106032,13,0,Beginner,Likely
32,3179781,5170123,36948234,14,0,Advanced,Moderate
60,463182,1418366,3869342,5,2,Intermediate,Unlikely
37,590817,513632,993853,19,0,Intermediate,Likely
42,729843,381092,1357536,1,1,Intermediate,Unlikely
29,978416,253222,1492718,7,1,Beginner,Unlikely
47,1323809,4428264,12723953,1,3,Intermediate,Unlikely
62,741169,1299407,5169840,3,0,Advanced,Unlikely
66,1458856,7308481,37001886,-1,1,Beginner,Unlikely
27,2957530,1451256,2416844,18,2,Beginner,Likely
23,1181306,332433,1623887,13,0,Intermediate,Likely
66,4653300,21523292,100000000,-1,0,Intermediate,Unlikely
37,1422075,1550398,3428541,20,2,Advanced,Likely
56,298385,370703,1725304,9,1,Intermediate,Unlikely
53,219196,83238,181697,3,2,Intermediate,Unlikely
51,3570553,10676327,40558859,11,1,Intermediate,Moderate
68,1010101,3460832,26821491,-3,0,Intermediate,Unlikely
59,351641,1428976,5569970,6,1,Intermediate,Unlikely
40,930177,1753999,5925398,11,3,Beginner,Moderate
54,264254,787732,5674550,1,1,Intermediate,Unlikely
70,1697130,5783727,34946542,-5,0,Advanced,Unlikely
33,1008842,1246007,9670872,1,0,Beginner,Unlikely
51,965619,2505171,17474857,6,0,Advanced,Unlikely
51,669481,2313176,14751623,1,1,Intermediate,Unlikely
68,819101,397632,2697938,-3,0,Intermediate,Unlikely
38,570644,1077204,5552856,5,2,Beginner,Unlikely
43,536949,309585,990619,3,2,Intermediate,Unlikely
24,354128,661016,2773229,17,0,Beginner,Likely
62,636655,858405,5742049,3,2,Intermediate,Unlikely
18,1414059,272604,1372656,11,0,Intermediate,Likely
32,2307968,1585832,7250076,3,0,Beginner,Unlikely
19,227297,142840,300424,2,0,Beginner,Unlikely
52,991016,3577158,7461575,13,0,Intermediate,Likely
26,718168,780948,3664762,4,1,Advanced,Unlikely
35,4000153,2777994,14456704,12,2,Advanced,Likely
27,593579,186121,774904,14,0,Advanced,Likely
41,2982092,6337536,11496782,16,2,Advanced,Likely
33,330135,106209,841981,15,2,Beginner,Moderate
24,574301,835778,5014212,17,2,Advanced,Likely
24,942820,776770,3963685,12,0,Beginner,Unlikely
59,1358781,5698830,14995615,6,1,Intermediate,Unlikely
58,3490968,15677507,93144007,7,0,Intermediate,Unlikely
57,737199,583597,1447919,8,0,Advanced,Likely
19,334744,349780,946592,3,0,Advanced,Unlikely
65,443030,1134029,1960535,0,0,Beginner,Unlikely
22,529041,394461,1543672,18,0,Beginner,Likely
60,521805,1682053,9841951,5,2,Advanced,Unlikely
51,4882695,7524088,34041478,14,0,Advanced,Likely
61,270853,1046618,8114944,4,1,Beginner,Unlikely
27,1055642,1621960,12237495,6,0,Intermediate,Unlikely
23,1223993,781217,3385705,14,0,Beginner,Likely
39,933469,1547329,7044847,6,4,Advanced,Unlikely
65,4294564,9886320,60574957,0,2,Beginner,Unlikely
24,1196441,2028531,12620834,1,0,Beginner,Unlikely
41,895749,2812034,9387277,19,3,Beginner,Moderate
63,4930370,16458516,99638684,2,0,Beginner,Unlikely
24,1465982,880424,6147517,20,0,Intermediate,Likely
47,1045369,2487519,12393249,13,1,Intermediate,Moderate
55,4436139,15561254,61704040,10,0,Beginner,Unlikely
34,1057456,746268,3682398,4,3,Intermediate,Unlikely
48,400835,1311702,4136937,3,1,Advanced,Unlikely
34,536389,850063,1620967,9,1,Beginner,Moderate
43,1435616,1020622,2807479,14,0,Intermediate,Likely
68,519963,898733,3862786,-3,1,Beginner,Unlikely
51,3927908,11892688,92307624,11,2,Beginner,Unlikely
63,1218463,5035727,31373278,2,2,Beginner,Unlikely
63,4435912,5783674,8939244,2,0,Intermediate,Moderate
43,1267111,414211,2752124,18,0,Beginner,Likely
28,304067,54787,130977,5,0,Beginner,Moderate
47,490037,927305,7351134,12,2,Intermediate,Unlikely
48,715007,2264515,5023694,9,0,Intermediate,Moderate
55,271010,1133050,4516167,3,2,Beginner,Unlikely
23,481240,578934,1458309,19,0,Intermediate,Likely
57,1795621,2885076,13097648,1,1,Beginner,Unlikely
68,4551508,6277307,41828880,-3,0,Advanced,Unlikely
29,1028376,1802354,13682500,5,1,Intermediate,Unlikely
22,1495964,1718299,5966408,17,0,Intermediate,Likely
51,454680,724227,3429052,5,0,Advanced,Unlikely
29,917055,1090429,4727652,15,0,Advanced,Likely
64,686160,369973,874578,1,1,Intermediate,Unlikely
64,485210,1916555,10562805,1,0,Intermediate,Unlikely
45,2700677,4932488,28446033,4,0,Intermediate,Unlikely
25,717757,1350736,6651024,12,2,Beginner,Unlikely
44,337085,564417,2107810,18,2,Beginner,Likely
32,1619568,506920,3030351,9,0,Intermediate,Moderate
31,1456232,1111614,2175757,6,0,Advanced,Likely
65,427054,1374906,10306094,0,1,Intermediate,Unlikely
53,1487097,5067625,32679011,12,1,Beginner,Unlikely
61,2415320,8221596,60791471,1,0,Advanced,Unlikely
19,366624,55180,184080,11,0,Beginner,Likely
47,851586,2501455,11256119,11,1,Beginner,Unlikely
23,1156452,1975334,7336742,14,1,Beginner,Likely
25,1416827,966373,4500855,3,2,Beginner,Unlikely
70,1382428,1796098,12634007,-5,0,Intermediate,Unlikely
48,3721511,9389059,58800542,17,1,Beginner,Moderate
64,822869,2719100,4104773,1,1,Beginner,Unlikely
38,1355501,546891,2141313,20,1,Advanced,Likely
19,2320603,1525912,9196405,10,0,Intermediate,Likely
52,1032748,3225111,11618035,5,1,Beginner,Unlikely
36,3690323,8937455,52419853,1,4,Beginner,Unlikely
30,605778,202204,1299036,17,0,Intermediate,Likely
18,4587819,6477720,45593744,13,0,Beginner,Moderate
64,468837,1677046,3642242,1,1,Beginner,Unlikely
18,1314269,1504073,8239969,9,0,Intermediate,Moderate
37,1459492,2307750,18207849,4,1,Intermediate,Unlikely
61,404873,913047,2009079,2,0,Intermediate,Unlikely
21,3431531,2540239,12160336,16,0,Beginner,Likely
48,3704899,8907568,39164629,1,0,Advanced,Unlikely
37,1488655,1113216,2046213,13,1,Advanced,Likely
62,248747,937717,3020979,1,0,Beginner,Unlikely
53,542339,1392060,3932087,12,0,Advanced,Likely
53,1205117,3083697,16718719,12,2,Intermediate,Moderate
19,1339101,1051155,8337918,8,0,Beginner,Unlikely
69,312941,1652023,10999767,-4,1,Advanced,Unlikely
46,1259096,2098018,9778466,1,0,Intermediate,Unlikely
54,1268023,3026448,19069493,7,1,Beginner,Unlikely
25,676938,825184,3883449,10,0,Intermediate,Likely
39,1867212,1842447,5628954,1,2,Intermediate,Unlikely
48,1613015,2541806,10125995,17,1,Intermediate,Likely
25,772426,218621,1424914,18,2,Intermediate,Moderate
24,383373,223422,551888,12,0,Beginner,Moderate
26,1070443,1912022,4969044,17,1,Intermediate,Likely
70,407946,816470,3602479,-5,0,Intermediate,Unlikely
42,1105581,1884185,10100921,3,3,Intermediate,Unlikely
69,1137854,2973758,20031614,-4,0,Advanced,Unlikely
25,635821,1154978,3876173,16,3,Advanced,Likely
34,987518,2022842,11780082,13,0,Intermediate,Moderate
34,498666,942666,5191556,9,0,Beginner,Unlikely
65,756414,385673,878454,0,2,Intermediate,Unlikely
51,679117,1356288,10216392,14,0,Beginner,Unlikely
34,1269389,989044,3860817,8,2,Intermediate,Moderate
45,1396018,3237744,16474031,1,1,Intermediate,Unlikely
40,1153265,1857645,6367495,12,0,Advanced,Likely
47,232962,120995,951558,15,3,Intermediate,Moderate
53,455676,1787462,9019023,6,1,Beginner,Unlikely
54,604097,1844541,7697830,11,1,Advanced,Moderate
60,560087,2481100,12013313,5,0,Intermediate,Unlikely
33,465989,1109841,6067049,9,3,Intermediate,Unlikely
21,1383573,1851129,7467345,10,0,Beginner,Moderate
48,496457,782662,5956094,2,1,Intermediate,Unlikely
59,1289628,4929197,16901537,6,2,Intermediate,Unlikely
68,623701,1887442,3566005,-3,0,Intermediate,Unlikely
61,382518,526725,2779075,3,0,Beginner,Unlikely
67,1385588,4270834,11747213,-2,1,Intermediate,Unlikely
51,351448,233834,409440,1,0,Intermediate,Unlikely
36,271497,458397,2573896,13,2,Intermediate,Unlikely
28,693070,162839,1260317,4,0,Beginner,Unlikely
34,1460106,2926677,16586206,13,2,Intermediate,Unlikely
63,2066821,7171060,30733857,2,0,Beginner,Unlikely
50,292579,954848,4422228,5,0,Beginner,Unlikely
27,3265344,1624868,9147415,5,2,Advanced,Unlikely
41,1430916,1312838,3536712,10,4,Intermediate,Moderate
36,1280630,2561504,7750947,17,0,Intermediate,Likely
18,1372610,1734595,13597531,9,0,Intermediate,Unlikely
54,4684346,6148518,47102850,1,2,Advanced,Unlikely
37,505841,759736,1465272,7,0,Advanced,Likely
70,865521,1874925,13552258,-5,0,Intermediate,Unlikely
45,785834,912497,1627763,19,0,Intermediate,Likely
44,4280940,12630668,80578985,12,2,Intermediate,Unlikely
25,939541,1203893,8345340,6,0,Beginner,Unlikely
55,537926,1517400,5786219,10,0,Intermediate,Moderate
58,1104581,4189262,32717318,4,0,Intermediate,Unlikely
51,557424,1197206,3738159,12,2,Advanced,Likely
67,327512,310523,607419,-2,0,Intermediate,Unlikely
50,404157,1426258,9383719,15,1,Intermediate,Unlikely
49,327303,532043,2199403,13,0,Beginner,Moderate
29,1301617,2413505,8795768,17,3,Advanced,Likely
54,4366352,13008358,55992851,5,1,Intermediate,Unlikely
27,2786741,4888138,14026674,7,1,Advanced,Likely
49,2969650,10366531,50346855,16,1,Intermediate,Likely
42,273521,624300,4824866,3,2,Advanced,Unlikely
67,1288046,894348,6875627,-2,0,Advanced,Unlikely
29,3360380,5688804,36132273,2,1,Beginner,Unlikely
59,1992049,4746485,35144000,6,0,Beginner,Unlikely
70,3634624,4857467,25253910,-5,0,Advanced,Unlikely
43,566003,757077,2961410,17,1,Beginner,Likely
65,491291,982122,6051174,0,1,Intermediate,Unlikely
29,1216241,1339330,9321290,3,2,Beginner,Unlikely
22,1194661,1399545,7510198,11,0,Beginner,Moderate
19,205224,36581,100000,14,0,Intermediate,Moderate
21,1208239,1307838,5688595,16,2,Intermediate,Likely
62,1878484,766343,1210103,3,0,Advanced,Likely
33,2510148,1373459,4628009,2,1,Beginner,Unlikely
32,606797,730799,2034377,7,0,Intermediate,Moderate
22,1339110,1557346,9494387,12,0,Beginner,Moderate
61,1151958,2423383,3747837,4,1,Intermediate,Likely
52,362543,503816,1054771,13,2,Advanced,Likely
25,1292045,539389,2196236,19,3,Beginner,Likely
40,1012018,2297815,6174766,16,0,Beginner,Likely
21,1200859,158971,670952,13,0,Beginner,Moderate
62,1377309,3671833,11563820,3,0,Advanced,Unlikely
31,1058632,272553,625696,5,0,Intermediate,Likely
18,1092787,571384,2559909,9,0,Beginner,Likely
22,4812878,3909885,20535862,3,0,Beginner,Unlikely
39,305377,596588,1754461,9,1,Beginner,Moderate
61,1412105,560569,1234043,4,1,Intermediate,Moderate
22,3052643,2738308,4613149,11,0,Beginner,Likely
37,2511400,969178,7053325,19,2,Advanced,Likely
65,1017155,1232161,3600631,0,1,Intermediate,Unlikely
23,1192217,1223969,7709919,16,1,Intermediate,Moderate
67,438398,1593651,6782050,-2,0,Intermediate,Unlikely
60,1165970,2872563,14518919,2,1,Beginner,Unlikely
23,384884,603451,4781616,17,0,Beginner,Moderate
52,231140,751521,1815974,8,2,Beginner,Unlikely
56,591318,2382338,12549319,3,2,Intermediate,Unlikely
35,2941297,7119832,17644337,12,1,Advanced,Likely
39,777462,2399652,4558902,6,1,Beginner,Moderate
47,565818,772679,2189755,13,0,Intermediate,Likely
45,1468624,876296,5502651,7,0,Intermediate,Moderate
62,1017693,3657596,10462944,3,0,Intermediate,Unlikely
60,1768085,2226991,6740219,2,0,Beginner,Unlikely
21,516888,706396,1604508,3,0,Beginner,Unlikely
20,1020849,587637,2925697,8,0,Beginner,Moderate
19,3042333,1702475,2935009,6,0,Beginner,Moderate
43,265688,93649,421194,1,2,Intermediate,Unlikely
70,863796,940610,7472606,-5,1,Intermediate,Unlikely
32,444114,540240,936840,6,0,Intermediate,Likely
61,409879,1141204,7522316,4,1,Beginner,Unlikely
31,340871,767917,3238705,3,1,Intermediate,Unlikely
60,634596,1343564,9466309,4,2,Advanced,Unlikely
29,2003241,458818,2816541,8,1,Intermediate,Moderate
38,859853,2464870,7716840,4,3,Intermediate,Unlikely
29,274693,494901,1213277,14,3,Beginner,Moderate
61,899301,3844171,22626122,4,2,Intermediate,Unlikely
59,919105,2248244,7176004,2,0,Advanced,Unlikely
51,1447438,3429984,19345912,8,1,Intermediate,Unlikely
18,283504,85899,132553,13,0,Beginner,Moderate
60,413469,1299476,5282197,1,1,Beginner,Unlikely
29,935648,1781205,12479826,2,2,Beginner,Unlikely
65,225198,1153094,3966181,0,1,Intermediate,Unlikely
25,1652783,1791144,13851550,18,0,Beginner,Likely
47,2079800,7047574,11003487,16,1,Intermediate,Likely
57,640047,2093286,6486733,8,1,Intermediate,Unlikely
23,1182877,1089869,2676325,11,0,Beginner,Likely
44,3521530,6076437,9118052,4,1,Advanced,Likely
48,1433461,5416883,18012519,14,1,Advanced,Likely
21,4189350,6666846,10692215,9,0,Intermediate,Likely
47,1196190,1229303,9161051,11,1,Beginner,Unlikely
45,935768,2045726,7293104,17,1,Advanced,Likely
